keggId	uniprotId	proteinNames	geneNames	txt_subunit	function	id_uniprot	complexPortal	complexPortal_uniprotId	complexPortal_protName	structure	interact	by_similarity	gene_from_structure	otherSubunits	subunitsFromName	otherIsoforms	isoformIndication	subunitIndication	sameEnzymeMembership	redundancy	stringSubunits	isoform	geneName_fromKEGG
85413	Q86VW1	['Solute carrier family 22 member 16', 'Carnitine transporter 2', 'CT2', 'Fly-like putative transporter 2']	['SLC22A16', 'OCT6']		High affinity carnitine transporter; the uptake is partially sodium-ion dependent. Thought to mediate the L-carnitine secretion mechanism from testis epididymal epithelium into the lumen which is involved in the maturation of spermatozoa. Also transports organic cations such as tetraethylammonium (TEA) and doxorubicin. The uptake of TEA is inhibited by various organic cations. The uptake of doxorubicin is sodium-independent.	['Q86VW1', 'O14567', 'Q5JXM1', 'Q8IUG8', 'Q8IZD5', 'Q96M90', 'Q96RU0']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC22A16']	['SLC22A16', ' CT2', ' FLIPT2', ' HEL-S-18', ' OAT6', ' OCT6', ' OKB1', ' dJ261K5.1']
85413	A0A0K0K1K9	[]	[]			['A0A0K0K1K9']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC22A16']	['SLC22A16', ' CT2', ' FLIPT2', ' HEL-S-18', ' OAT6', ' OCT6', ' OKB1', ' dJ261K5.1']
8604	O75746	['Calcium-binding mitochondrial carrier protein Aralar1', 'Mitochondrial aspartate glutamate carrier 1', 'Solute carrier family 25 member 12']	['SLC25A12', 'ARALAR1']	Homodimer (via N-terminus).	Mitochondrial and calcium-binding carrier that catalyzes the calcium-dependent exchange of cytoplasmic glutamate with mitochondrial aspartate across the mitochondrial inner membrane (PubMed:11566871, PubMed:25410934). May have a function in the urea cycle (PubMed:11566871).	['O75746', 'B3KR64', 'Q96AM8']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC25A12', 'SLC25A13']	['SLC25A12', ' AGC1', ' ARALAR', ' DEE39', ' EIEE39']
8607	Q9Y265	['RuvB-like 1', '49 kDa TATA box-binding protein-interacting protein', '49 kDa TBP-interacting protein', '54 kDa erythrocyte cytosolic protein', 'ECP-54', 'INO80 complex subunit H', 'Nuclear matrix protein 238', 'NMP 238', 'Pontin 52', 'TIP49a', 'TIP60-associated protein 54-alpha', 'TAP54-alpha']	['RUVBL1', 'INO80H', 'NMP238', 'TIP49', 'TIP49A']	Forms homohexameric rings. Can form a dodecamer with RUVBL2 made of two stacked hexameric rings; however, even though RUVBL1 and RUVBL2 are present in equimolar ratio, the oligomeric status of each hexamer is not known. Oligomerization may regulate binding to nucleic acids and conversely, binding to nucleic acids may affect the dodecameric assembly. Interacts with the transcriptional activation domain of MYC. Component of the RNA polymerase II holoenzyme complex. May also act to bridge the LEF1/TCF1-CTNNB1 complex and TBP. Component of the NuA4 histone acetyltransferase complex which contains the catalytic subunit KAT5/TIP60 and the subunits EP400, TRRAP/PAF400, BRD8/SMAP, EPC1, DMAP1/DNMAP1, RUVBL1/TIP49, RUVBL2, ING3, actin, ACTL6A/BAF53A, MORF4L1/MRG15, MORF4L2/MRGX, MRGBP, YEATS4/GAS41, VPS72/YL1 and MEAF6. The NuA4 complex interacts with MYC and the adenovirus E1A protein. RUVBL1 interacts with EP400. Component of a NuA4-related complex which contains EP400, TRRAP/PAF400, SRCAP, BRD8/SMAP, EPC1, DMAP1/DNMAP1, RUVBL1/TIP49, RUVBL2, actin, ACTL6A/BAF53A, VPS72 and YEATS4/GAS41. Component of the BAF53 complex, at least composed of ACTL6A/BAF53A, RUVBL1/TIP49, SMARCA2/BRM, and TRRAP/PAF400. Component of some MLL1/MLL complex, at least composed of the core components KMT2A/MLL1, ASH2L, HCFC1/HCF1, WDR5 and RBBP5, as well as the facultative components BAP18, CHD8, E2F6, HSP70, INO80C, KANSL1, LAS1L, MAX, MCRS1, MGA, MYST1/MOF, PELP1, PHF20, PRP31, RING2, RUVB1/TIP49A, RUVB2/TIP49B, SENP3, TAF1, TAF4, TAF6, TAF7, TAF9 and TEX10. Associates with alpha and gamma tubulins, particularly during metaphase and early anaphase. Interacts with NPAT. Component of the chromatin-remodeling INO80 complex; specifically part of a complex module associated with the helicase ATP-binding and the helicase C-terminal domain of INO80. Interacts with IGHMBP2. Interacts with OFD1. Interacts with HINT1. Component of a complex with USP49 and PSMC5. Component of a SWR1-like complex. Component of the R2TP complex composed at least of PIHD1, RUVBL1, RUVBL2 and RPAP3 (PubMed:20864032). Interacts with PIH1D1 (PubMed:17636026). Interacts with ITFG1 (PubMed:25437307). Interacts with WAC; WAC positively regulates MTOR activity by promoting the assembly of the TTT complex composed of TELO2, TTI1 and TTI2 and the RUVBL complex composed of RUVBL1 and RUVBL2 into the TTT-RUVBL complex which leads to the dimerization of the mTORC1 complex and its subsequent activation (PubMed:26812014). The RUVBL1/RUVBL2 complex interacts with ZNHIT1 (via HIT-type zinc finger), ZNHIT3 (via HIT-type zinc finger), ZNHIT6 (via HIT-type zinc finger) and DDX59/ZNHIT5 (via HIT-type zinc finger) in the presence of ADP (PubMed:28561026).	Possesses single-stranded DNA-stimulated ATPase and ATP-dependent DNA helicase (3' to 5') activity; hexamerization is thought to be critical for ATP hydrolysis and adjacent subunits in the ring-like structure contribute to the ATPase activity (PubMed:17157868). Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histones H4 and H2A (PubMed:14966270). This modification may both alter nucleosome-DNA interactions and promote interaction of the modified histones with other proteins which positively regulate transcription (PubMed:14966270). This complex may be required for the activation of transcriptional programs associated with oncogene and proto-oncogene mediated growth induction, tumor suppressor mediated growth arrest and replicative senescence, apoptosis, and DNA repair (PubMed:14966270). The NuA4 complex ATPase and helicase activities seem to be, at least in part, contributed by the association of RUVBL1 and RUVBL2 with EP400. NuA4 may also play a direct role in DNA repair when recruited to sites of DNA damage (PubMed:14966270). Component of a SWR1-like complex that specifically mediates the removal of histone H2A.Z/H2AZ1 from the nucleosome (PubMed:24463511). Proposed core component of the chromatin remodeling INO80 complex which exhibits DNA- and nucleosome-activated ATPase activity and catalyzes ATP-dependent nucleosome sliding (PubMed:16230350, PubMed:21303910). Plays an essential role in oncogenic transformation by MYC and also modulates transcriptional activation by the LEF1/TCF1-CTNNB1 complex (PubMed:10882073, PubMed:16014379). Essential for cell proliferation (PubMed:14506706). May be able to bind plasminogen at cell surface and enhance plasminogen activation (PubMed:11027681).	['Q9Y265', 'B2R5S0', 'P82276', 'Q1KMR0', 'Q53HK5', 'Q53HL7', 'Q53Y27', 'Q9BSX9']	CPX-978	['Q9Y230', 'Q9Y265', 'P60709', 'O96019', 'Q9NV56', 'Q92993', 'Q9NPF5', 'Q9Y4A5', 'Q96L91', 'Q15906', 'Q9UBU8', 'Q15014', 'Q9HAF1', 'O95619', 'Q05BQ5', 'Q9H0E9', 'Q9H2F5', 'Q52LR7', 'Q9NXR8']	['RUVBL2', 'RUVBL1', 'ACTB', 'ACTL6A', 'MRGBP', 'KAT5', 'DMAP1', 'TRRAP', 'EP400', 'VPS72', 'MORF4L1', 'MORF4L2', 'MEAF6', 'YEATS4', 'MBTD1', 'BRD8', 'EPC1', 'EPC2', 'ING3']		['MYC', 'E1A', 'MYC', 'E1A', 'EP400', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP', 'ZNHIT1', 'ZNHIT3', 'ZNHIT6', 'DDX59/ZNHIT5', 'ADP']	[]	['RUVBL2', 'RUVBL1', 'RUVBL2']	['s', 'homohexameric', 'rings', 'homohexameric', 'rings', 'ruvbl2', 'made', 'of', 'two', 'stacked', 'hexameric', 'rings', 'however', 'even', 'though', 'ruvbl1', 'and', 'ruvbl2', 'are', 'present', 'in', 'equimolar', 'ratio', 'the', 'oligomeric', 'status', 'of', 'each', 'hexamer', 'is', 'not', 'known', 'a', 'dodecamer', 'with', 'ruvbl2', 'made', 'of', 'two', 'stacked', 'hexameric', 'rings', 'however', 'even', 'though', 'ruvbl1', 'and', 'ruvbl2', 'are', 'present', 'in', 'equimolar', 'ratio', 'the', 'oligomeric', 'status', 'of', 'each', 'hexamer', 'is', 'not', 'known', 'ing', 'to', 'nucleic', 'acids', 'and', 'conversely', 'ing', 'to', 'nucleic', 'acids', 'may', 'affect', 'the', 'dodecameric', 'assembly', 'the', 'transcriptional', 'activation', 'domain', 'of', 'myc', 'with', 'the', 'transcriptional', 'activation', 'domain', 'of', 'myc', 's', 'with', 'the', 'transcriptional', 'activation', 'domain', 'of', 'myc', 'of', 'the', 'rna', 'polymerase', 'ii', 'holoenzyme', 'complex', 'of', 'the', 'rna', 'polymerase', 'ii', 'holoenzyme', 'complex', 'and', 'tbp', 'and', 'tbp', 'which', 'contains', 'the', 'catalytic', 'subunit', 'kat5', 'tip60', 'and', 'the', 'subunits', 'ep400', 'trrap', 'paf400', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'ing3', 'actin', 'actl6a', 'baf53a', 'morf4l1', 'mrg15', 'morf4l2', 'mrgx', 'mrgbp', 'yeats4', 'gas41', 'vps72', 'yl1', 'and', 'meaf6', 'of', 'the', 'nua4', 'histone', 'acetyltransferase', 'complex', 'which', 'contains', 'the', 'catalytic', 'subunit', 'kat5', 'tip60', 'and', 'the', 'subunits', 'ep400', 'trrap', 'paf400', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'ing3', 'actin', 'actl6a', 'baf53a', 'morf4l1', 'mrg15', 'morf4l2', 'mrgx', 'mrgbp', 'yeats4', 'gas41', 'vps72', 'yl1', 'and', 'meaf6', 'the', 'catalytic', 'subunit', 'kat5', 'tip60', 'and', 'the', 'subunits', 'ep400', 'trrap', 'paf400', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'ing3', 'actin', 'actl6a', 'baf53a', 'morf4l1', 'mrg15', 'morf4l2', 'mrgx', 'mrgbp', 'yeats4', 'gas41', 'vps72', 'yl1', 'and', 'meaf6', 'which', 'contains', 'the', 'catalytic', 'subunit', 'kat5', 'tip60', 'and', 'the', 'subunits', 'ep400', 'trrap', 'paf400', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'ing3', 'actin', 'actl6a', 'baf53a', 'morf4l1', 'mrg15', 'morf4l2', 'mrgx', 'mrgbp', 'yeats4', 'gas41', 'vps72', 'yl1', 'and', 'meaf6', 'of', 'the', 'nua4', 'histone', 'acetyltransferase', 'complex', 'which', 'contains', 'the', 'catalytic', 'subunit', 'kat5', 'tip60', 'and', 'the', 'subunits', 'ep400', 'trrap', 'paf400', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'ing3', 'actin', 'actl6a', 'baf53a', 'morf4l1', 'mrg15', 'morf4l2', 'mrgx', 'mrgbp', 'yeats4', 'gas41', 'vps72', 'yl1', 'and', 'meaf6', 'interacts', 'with', 'myc', 'and', 'the', 'adenovirus', 'e1a', 'protein', 'myc', 'and', 'the', 'adenovirus', 'e1a', 'protein', 'with', 'myc', 'and', 'the', 'adenovirus', 'e1a', 'protein', 's', 'with', 'myc', 'and', 'the', 'adenovirus', 'e1a', 'protein', 'interacts', 'with', 'myc', 'and', 'the', 'adenovirus', 'e1a', 'protein', 'ep400', 'with', 'ep400', 's', 'with', 'ep400', 'which', 'contains', 'ep400', 'trrap', 'paf400', 'srcap', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'actin', 'actl6a', 'baf53a', 'vps72', 'and', 'yeats4', 'gas41', 'of', 'a', 'nua4', 'related', 'complex', 'which', 'contains', 'ep400', 'trrap', 'paf400', 'srcap', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'actin', 'actl6a', 'baf53a', 'vps72', 'and', 'yeats4', 'gas41', 'ep400', 'trrap', 'paf400', 'srcap', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'actin', 'actl6a', 'baf53a', 'vps72', 'and', 'yeats4', 'gas41', 'which', 'contains', 'ep400', 'trrap', 'paf400', 'srcap', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'actin', 'actl6a', 'baf53a', 'vps72', 'and', 'yeats4', 'gas41', 'of', 'a', 'nua4', 'related', 'complex', 'which', 'contains', 'ep400', 'trrap', 'paf400', 'srcap', 'brd8', 'smap', 'epc1', 'dmap1', 'dnmap1', 'ruvbl1', 'tip49', 'ruvbl2', 'actin', 'actl6a', 'baf53a', 'vps72', 'and', 'yeats4', 'gas41', 'at', 'least', 'composed', 'of', 'actl6a', 'baf53a', 'ruvbl1', 'tip49', 'smarca2', 'brm', 'and', 'trrap', 'paf400', 'of', 'the', 'baf53', 'complex', 'at', 'least', 'composed', 'of', 'actl6a', 'baf53a', 'ruvbl1', 'tip49', 'smarca2', 'brm', 'and', 'trrap', 'paf400', 'actl6a', 'baf53a', 'ruvbl1', 'tip49', 'smarca2', 'brm', 'and', 'trrap', 'paf400', 'at', 'least', 'composed', 'of', 'actl6a', 'baf53a', 'ruvbl1', 'tip49', 'smarca2', 'brm', 'and', 'trrap', 'paf400', 'of', 'the', 'baf53', 'complex', 'at', 'least', 'composed', 'of', 'actl6a', 'baf53a', 'ruvbl1', 'tip49', 'smarca2', 'brm', 'and', 'trrap', 'paf400', 'at', 'least', 'composed', 'of', 'the', 'core', 'components', 'kmt2a', 'mll1', 'ash2l', 'hcfc1', 'hcf1', 'wdr5', 'and', 'rbbp5', 'as', 'well', 'as', 'the', 'facultative', 'components', 'bap18', 'chd8', 'e2f6', 'hsp70', 'ino80c', 'kansl1', 'las1l', 'max', 'mcrs1', 'mga', 'myst1', 'mof', 'pelp1', 'phf20', 'prp31', 'ring2', 'ruvb1', 'tip49a', 'ruvb2', 'tip49b', 'senp3', 'taf1', 'taf4', 'taf6', 'taf7', 'taf9', 'and', 'tex10', 'of', 'some', 'mll1', 'mll', 'complex', 'at', 'least', 'composed', 'of', 'the', 'core', 's', 'kmt2a', 'mll1', 'ash2l', 'hcfc1', 'hcf1', 'wdr5', 'and', 'rbbp5', 'as', 'well', 'as', 'the', 'facultative', 's', 'bap18', 'chd8', 'e2f6', 'hsp70', 'ino80c', 'kansl1', 'las1l', 'max', 'mcrs1', 'mga', 'myst1', 'mof', 'pelp1', 'phf20', 'prp31', 'ring2', 'ruvb1', 'tip49a', 'ruvb2', 'tip49b', 'senp3', 'taf1', 'taf4', 'taf6', 'taf7', 'taf9', 'and', 'tex10', 'the', 'core', 'components', 'kmt2a', 'mll1', 'ash2l', 'hcfc1', 'hcf1', 'wdr5', 'and', 'rbbp5', 'as', 'well', 'as', 'the', 'facultative', 'components', 'bap18', 'chd8', 'e2f6', 'hsp70', 'ino80c', 'kansl1', 'las1l', 'max', 'mcrs1', 'mga', 'myst1', 'mof', 'pelp1', 'phf20', 'prp31', 'ring2', 'ruvb1', 'tip49a', 'ruvb2', 'tip49b', 'senp3', 'taf1', 'taf4', 'taf6', 'taf7', 'taf9', 'and', 'tex10', 'at', 'least', 'composed', 'of', 'the', 'core', 'components', 'kmt2a', 'mll1', 'ash2l', 'hcfc1', 'hcf1', 'wdr5', 'and', 'rbbp5', 'as', 'well', 'as', 'the', 'facultative', 'components', 'bap18', 'chd8', 'e2f6', 'hsp70', 'ino80c', 'kansl1', 'las1l', 'max', 'mcrs1', 'mga', 'myst1', 'mof', 'pelp1', 'phf20', 'prp31', 'ring2', 'ruvb1', 'tip49a', 'ruvb2', 'tip49b', 'senp3', 'taf1', 'taf4', 'taf6', 'taf7', 'taf9', 'and', 'tex10', 'of', 'some', 'mll1', 'mll', 'complex', 'at', 'least', 'composed', 'of', 'the', 'core', 's', 'kmt2a', 'mll1', 'ash2l', 'hcfc1', 'hcf1', 'wdr5', 'and', 'rbbp5', 'as', 'well', 'as', 'the', 'facultative', 's', 'bap18', 'chd8', 'e2f6', 'hsp70', 'ino80c', 'kansl1', 'las1l', 'max', 'mcrs1', 'mga', 'myst1', 'mof', 'pelp1', 'phf20', 'prp31', 'ring2', 'ruvb1', 'tip49a', 'ruvb2', 'tip49b', 'senp3', 'taf1', 'taf4', 'taf6', 'taf7', 'taf9', 'and', 'tex10', 'alpha', 'and', 'gamma', 'tubulins', 'particularly', 'during', 'metaphase', 'and', 'early', 'anaphase', 'npat', 'with', 'npat', 's', 'with', 'npat', 'specifically', 'part', 'of', 'a', 'module', 'associated', 'with', 'the', 'helicase', 'atp', 'binding', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'of', 'the', 'chromatin', 'remodeling', 'ino80', 'complex', 'specifically', 'part', 'of', 'a', 'complex', 'module', 'associated', 'with', 'the', 'helicase', 'atp', 'binding', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'ing', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'a', 'complex', 'module', 'associated', 'with', 'the', 'helicase', 'atp', 'binding', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'specifically', 'part', 'of', 'a', 'module', 'associated', 'with', 'the', 'helicase', 'atp', 'binding', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'of', 'the', 'chromatin', 'remodeling', 'ino80', 'complex', 'specifically', 'part', 'of', 'a', 'complex', 'module', 'associated', 'with', 'the', 'helicase', 'atp', 'binding', 'and', 'the', 'helicase', 'c', 'terminal', 'domain', 'of', 'ino80', 'ighmbp2', 'with', 'ighmbp2', 's', 'with', 'ighmbp2', 'ofd1', 'with', 'ofd1', 's', 'with', 'ofd1', 'hint1', 'with', 'hint1', 's', 'with', 'hint1', 'with', 'usp49', 'and', 'psmc5', 'of', 'a', 'complex', 'with', 'usp49', 'and', 'psmc5', 'with', 'usp49', 'and', 'psmc5', 'of', 'a', 'complex', 'with', 'usp49', 'and', 'psmc5', 'of', 'a', 'swr1', 'like', 'complex', 'of', 'a', 'swr1', 'like', 'complex', 'composed', 'at', 'least', 'of', 'pihd1', 'ruvbl1', 'ruvbl2', 'and', 'rpap3', 'pubmed', '20864032', 'of', 'the', 'r2tp', 'complex', 'composed', 'at', 'least', 'of', 'pihd1', 'ruvbl1', 'ruvbl2', 'and', 'rpap3', 'pubmed', '20864032', 'composed', 'at', 'least', 'of', 'pihd1', 'ruvbl1', 'ruvbl2', 'and', 'rpap3', 'pubmed', '20864032', 'of', 'the', 'r2tp', 'complex', 'composed', 'at', 'least', 'of', 'pihd1', 'ruvbl1', 'ruvbl2', 'and', 'rpap3', 'pubmed', '20864032', 'pih1d1', 'pubmed', '17636026', 'with', 'pih1d1', 'pubmed', '17636026', 's', 'with', 'pih1d1', 'pubmed', '17636026', 'itfg1', 'pubmed', '25437307', 'with', 'itfg1', 'pubmed', '25437307', 's', 'with', 'itfg1', 'pubmed', '25437307', 'composed', 'of', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'composed', 'of', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'complex', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'complex', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'complex', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 'wac', 'wac', 'positively', 'regulates', 'mtor', 'activity', 'by', 'promoting', 'the', 'assembly', 'of', 'the', 'ttt', 'complex', 'composed', 'of', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'complex', 'composed', 'of', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'complex', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'complex', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 'with', 'wac', 'wac', 'positively', 'regulates', 'mtor', 'activity', 'by', 'promoting', 'the', 'assembly', 'of', 'the', 'ttt', 'complex', 'composed', 'of', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'complex', 'composed', 'of', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'complex', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'complex', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 's', 'with', 'wac', 'wac', 'positively', 'regulates', 'mtor', 'activity', 'by', 'promoting', 'the', 'assembly', 'of', 'the', 'ttt', 'complex', 'composed', 'of', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'complex', 'composed', 'of', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'complex', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'complex', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 'composed', 'of', 'telo2', 'tti1', 'and', 'tti2', 'and', 'the', 'ruvbl', 'composed', 'of', 'ruvbl1', 'and', 'ruvbl2', 'into', 'the', 'ttt', 'ruvbl', 'which', 'leads', 'to', 'the', 'dimerization', 'of', 'the', 'mtorc1', 'and', 'its', 'subsequent', 'activation', 'pubmed', '26812014', 'interacts', 'with', 'znhit1', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit3', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit6', 'via', 'hit', 'type', 'zinc', 'finger', 'and', 'ddx59', 'znhit5', 'via', 'hit', 'type', 'zinc', 'finger', 'in', 'the', 'presence', 'of', 'adp', 'pubmed', '28561026', 'znhit1', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit3', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit6', 'via', 'hit', 'type', 'zinc', 'finger', 'and', 'ddx59', 'znhit5', 'via', 'hit', 'type', 'zinc', 'finger', 'in', 'the', 'presence', 'of', 'adp', 'pubmed', '28561026', 'with', 'znhit1', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit3', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit6', 'via', 'hit', 'type', 'zinc', 'finger', 'and', 'ddx59', 'znhit5', 'via', 'hit', 'type', 'zinc', 'finger', 'in', 'the', 'presence', 'of', 'adp', 'pubmed', '28561026', 's', 'with', 'znhit1', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit3', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit6', 'via', 'hit', 'type', 'zinc', 'finger', 'and', 'ddx59', 'znhit5', 'via', 'hit', 'type', 'zinc', 'finger', 'in', 'the', 'presence', 'of', 'adp', 'pubmed', '28561026', 'interacts', 'with', 'znhit1', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit3', 'via', 'hit', 'type', 'zinc', 'finger', 'znhit6', 'via', 'hit', 'type', 'zinc', 'finger', 'and', 'ddx59', 'znhit5', 'via', 'hit', 'type', 'zinc', 'finger', 'in', 'the', 'presence', 'of', 'adp', 'pubmed', '28561026']	['H']	[]	False	True	False	[]	['TRRAP', 'INO80', 'DMAP1', 'RPAP3']	['RUVBL1']	['RUVBL1', ' ECP-54', ' ECP54', ' INO80H', ' NMP_238', ' NMP238', ' PONTIN', ' Pontin52', ' RVB1', ' TIH1', ' TIP49', ' TIP49A']
8607	A0A384MTR5	['RuvB-like helicase']	[]		Proposed core component of the chromatin remodeling Ino80 complex which exhibits DNA- and nucleosome-activated ATPase activity and catalyzes ATP-dependent nucleosome sliding.	['A0A384MTR5']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['RUVBL1']	['RUVBL1', ' ECP-54', ' ECP54', ' INO80H', ' NMP_238', ' NMP238', ' PONTIN', ' Pontin52', ' RVB1', ' TIH1', ' TIP49', ' TIP49A']
8645	O95279	['Potassium channel subfamily K member 5', 'Acid-sensitive potassium channel protein TASK-2', 'TWIK-related acid-sensitive K(+) channel 2']	['KCNK5', 'TASK2']	Homodimer; disulfide-linked.	pH-dependent, voltage insensitive, outwardly rectifying potassium channel. Outward rectification is lost at high external K(+) concentrations.	['O95279', 'B2RAQ6', 'B5TJL2', 'Q5VV76']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['KCNK5']	['KCNK5', ' K2p5.1', ' KCNK5b', ' TASK-2', ' TASK2']
8645	A0A024RD32	[]	['KCNK5', 'hCG_32352']			['A0A024RD32']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['KCNK5']	['KCNK5', ' K2p5.1', ' KCNK5b', ' TASK-2', ' TASK2']
8653	O15523	['ATP-dependent RNA helicase DDX3Y']	['DDX3Y', 'DBY']		Probable ATP-dependent RNA helicase. During immune response, may enhance IFNB1 expression via IRF3/IRF7 pathway (By similarity).	['O15523', 'B4DK29', 'B4DXX7', 'Q8IYV7']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['DDX3Y']	['DDX3Y', ' DBY']
8653	A0A024R9A4	['RNA helicase']	['DDX3Y', 'hCG_14649']			['A0A024R9A4']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['DDX3Y']	['DDX3Y', ' DBY']
8789	O00757	['Fructose-1,6-bisphosphatase isozyme 2', 'FBPase 2', 'D-fructose-1,6-bisphosphate 1-phosphohydrolase 2', 'Muscle FBPase']	[]	Homotetramer. Interacts with ALDOA; the interaction blocks inhibition by physiological concentrations of AMP and reduces inhibition by Ca(2+). Interacts with alpha-actinin and F-actin.	Catalyzes the hydrolysis of fructose 1,6-bisphosphate to fructose 6-phosphate in the presence of divalent cations and probably participates in glycogen synthesis from carbohydrate precursors, such as lactate.	['O00757', 'Q17R39', 'Q6FI53']		[]	[]		['AMP', 'AMP']	[]	[]	['aldoa', 'the', 'interaction', 'blocks', 'inhibition', 'by', 'physiological', 'concentrations', 'of', 'amp', 'and', 'reduces', 'inhibition', 'by', 'ca', '2', 'with', 'aldoa', 'the', 'interaction', 'blocks', 'inhibition', 'by', 'physiological', 'concentrations', 'of', 'amp', 'and', 'reduces', 'inhibition', 'by', 'ca', '2', 's', 'with', 'aldoa', 'the', 'ion', 'blocks', 'inhibition', 'by', 'physiological', 'concentrations', 'of', 'amp', 'and', 'reduces', 'inhibition', 'by', 'ca', '2', 'alpha', 'actinin', 'and', 'f', 'actin', 'with', 'alpha', 'actinin', 'and', 'f', 'actin', 's', 'with', 'alpha', 'actinin', 'and', 'f', 'actin']	[]	[]	True	False	False	[]	[]	['FBP2', 'FBP1']	['FBP2']
